result,left,right,rate,cross_times,wooparoo_get_time
61,528,227,3.0,33.3333,423.2296
61,634,162,3.0,33.3333,423.3729
61,634,195,3.0,33.3333,423.4696
61,118,196,3.0,33.3333,423.4862
61,204,523,3.0,33.3333,458.7662
61,341,523,3.0,33.3333,458.8162
61,28,642,3.0,33.3333,458.9662
61,203,642,3.0,33.3333,458.9662
61,523,25,3.0,33.3333,459.2395
61,523,51,3.0,33.3333,459.2395
61,29,642,3.0,33.3333,459.3895
61,386,146,3.0,33.3333,459.4429
61,37,523,3.0,33.3333,459.4662
61,102,523,3.0,33.3333,459.4662
61,102,4022,3.0,33.3333,459.4662
61,386,523,3.0,33.3333,459.4662
61,386,642,3.0,33.3333,459.4662
61,456,642,3.0,33.3333,459.4662
61,523,603,3.0,33.3333,459.4662
61,603,4022,3.0,33.3333,459.4662
61,636,642,3.0,33.3333,459.4662
61,642,4007,3.0,33.3333,459.4662
61,642,4020,3.0,33.3333,459.4662
61,642,166,3.0,33.3333,459.5995
61,642,367,3.0,33.3333,459.6262
61,102,139,3.0,33.3333,459.7729
61,386,140,3.0,33.3333,459.7729
52,52,171,13.98,7.1531,38.5023
52,52,87,13.75,7.2727,38.9351
52,52,181,13.75,7.2727,38.9351
52,52,194,13.75,7.2727,38.9351
52,52,333,13.75,7.2727,38.9642
52,52,338,13.75,7.2727,39.0217
52,52,517,13.75,7.2727,39.2224
52,52,1,12.83,7.7942,39.2711
52,52,5,12.79,7.8186,39.3885
52,52,35,13.75,7.2727,39.7395
52,52,93,13.75,7.2727,39.7395
52,171,87,10.92,9.1575,49.6025
52,171,181,10.92,9.1575,49.6025
52,171,194,10.92,9.1575,49.6025
52,171,333,10.92,9.1575,49.6401
52,171,338,10.92,9.1575,49.7152
52,171,517,10.92,9.1575,49.978
52,171,1,10.17,9.8328,49.9988
52,171,5,10.14,9.8619,50.1478
52,5,1,10.02,9.98,50.2992
52,1,87,9.97,10.0301,50.5256
52,1,181,9.97,10.0301,50.5256
52,1,194,9.97,10.0301,50.5256
52,1,333,9.97,10.0301,50.5637
52,87,181,10.58,9.4518,50.6012
52,87,194,10.58,9.4518,50.6012
52,181,194,10.58,9.4518,50.6012
52,1,338,9.97,10.0301,50.639
52,87,333,10.58,9.4518,50.639
52,181,333,10.58,9.4518,50.639
52,194,333,10.58,9.4518,50.639
52,171,35,10.92,9.1575,50.6538
52,171,93,10.92,9.1575,50.6538
52,87,338,10.58,9.4518,50.7136
52,181,338,10.58,9.4518,50.7136
52,194,338,10.58,9.4518,50.7136
52,333,338,10.58,9.4518,50.7883
52,5,87,9.91,10.0908,50.8253
52,5,181,9.91,10.0908,50.8264
52,5,194,9.91,10.0908,50.8264
52,5,333,9.91,10.0908,50.8637
52,1,517,9.97,10.0301,50.9018
52,5,338,9.91,10.0908,50.9384
52,87,517,10.58,9.4518,50.9745
52,181,517,10.58,9.4518,50.9745
52,194,517,10.58,9.4518,50.9745
52,333,517,10.58,9.4518,51.0492
52,338,517,10.58,9.4518,51.1995
52,5,517,9.91,10.0908,51.2017
52,1,35,9.97,10.0301,51.5788
57,57,2,27.3,3.663,27.8729
57,57,56,26.79,3.7327,28.6197
57,57,126,26.79,3.7327,28.9071
57,57,216,26.79,3.7327,28.9071
57,2,126,21.41,4.6707,34.871
57,2,216,21.41,4.6707,34.871
57,56,126,20.62,4.8497,36.8097
57,56,216,20.62,4.8497,36.8097
57,126,216,20.62,4.8497,37.5575
57,2,56,15.45,6.4725,47.602
57,57,444,14.72,6.7935,49.9173
57,57,635,14.72,6.7935,49.9173
57,57,4003,14.72,6.7935,49.9173
57,57,4014,14.72,6.7935,49.9173
57,57,17,14.61,6.8446,49.9498
57,57,175,14.61,6.8446,49.9498
57,57,19,14.61,6.8446,49.9581
57,57,348,14.61,6.8446,49.9615
57,57,398,14.61,6.8446,49.9615
57,57,108,14.46,6.9156,50.9763
57,57,133,14.46,6.9156,51.0627
57,57,280,14.46,6.9156,51.1492
57,57,1,12.02,8.3195,55.917
57,57,4022,20.25,4.9383,56.4137
57,57,136,19.77,5.0582,58.0535
57,57,180,19.77,5.0582,58.0535
57,57,139,19.77,5.0582,58.1688
57,444,635,11.75,8.5106,61.9555
57,444,4003,11.75,8.5106,61.9555
57,444,4014,11.75,8.5106,61.9555
57,635,4003,11.75,8.5106,61.9555
57,635,4014,11.75,8.5106,61.9555
57,444,17,11.66,8.5763,62.0187
57,444,175,11.66,8.5763,62.0187
57,635,17,11.66,8.5763,62.0187
57,635,175,11.66,8.5763,62.0187
57,444,19,11.66,8.5763,62.0289
57,635,19,11.66,8.5763,62.0289
57,444,348,11.66,8.5763,62.0341
57,444,398,11.66,8.5763,62.0341
57,635,348,11.66,8.5763,62.0341
57,635,398,11.66,8.5763,62.0341
57,444,108,11.53,8.673,63.3753
57,4003,108,11.53,8.673,63.3753
57,4014,108,11.53,8.673,63.3753
57,444,126,11.53,8.673,63.4126
57,444,216,11.53,8.673,63.4126
57,635,126,11.53,8.673,63.4126
57,635,216,11.53,8.673,63.4126
57,4003,126,11.53,8.673,63.4126
58,58,7,24.52,4.0783,45.1423
58,58,56,23.84,4.1946,45.9074
58,58,374,23.84,4.1946,46.511
58,58,125,23.84,4.1946,46.5684
58,58,217,23.84,4.1946,46.5684
58,7,56,19.41,5.152,55.9883
58,7,374,19.41,5.152,56.775
58,7,125,19.41,5.152,56.8503
58,7,217,19.41,5.152,56.8503
58,56,374,18.35,5.4496,58.7064
58,56,125,18.35,5.4496,58.781
58,56,217,18.35,5.4496,58.781
58,374,125,18.35,5.4496,60.3516
58,374,217,18.35,5.4496,60.3516
58,125,217,18.35,5.4496,60.5015
58,58,16,16.38,6.105,68.7289
58,58,129,16.38,6.105,68.7289
58,58,355,16.38,6.105,68.7289
58,58,615,16.38,6.105,68.7289
58,58,57,16.05,6.2305,69.9255
58,58,126,16.05,6.2305,69.9255
58,58,216,16.05,6.2305,69.9255
58,58,136,17.47,5.7241,74.6457
58,58,180,17.47,5.7241,74.6457
58,58,196,17.47,5.7241,74.8375
58,58,2,13.64,7.3314,75.3455
58,58,135,13.75,7.2727,84.1502
58,16,615,13.14,7.6104,85.2555
58,129,615,13.14,7.6104,85.2555
58,355,615,13.14,7.6104,85.2555
58,16,57,12.86,7.776,86.8385
58,16,126,12.86,7.776,86.8385
58,16,216,12.86,7.776,86.8385
58,129,57,12.86,7.776,86.8385
58,129,126,12.86,7.776,86.8385
58,129,216,12.86,7.776,86.8385
58,355,57,12.86,7.776,86.8385
58,355,126,12.86,7.776,86.8385
58,355,216,12.86,7.776,86.8385
58,615,57,12.86,7.776,86.8385
58,615,126,12.86,7.776,86.8385
58,615,216,12.86,7.776,86.8385
58,16,374,12.86,7.776,87.2514
58,129,374,12.86,7.776,87.2514
58,355,374,12.86,7.776,87.2514
58,615,374,12.86,7.776,87.2514
58,16,125,12.86,7.776,87.326
58,16,217,12.86,7.776,87.326
58,129,125,12.86,7.776,87.326
58,129,217,12.86,7.776,87.326
59,59,278,23.86,4.1911,46.766
59,59,647,23.86,4.1911,46.766
59,59,206,23.86,4.1911,46.9382
59,59,218,23.86,4.1911,46.9382
59,59,6,18.3,5.4645,51.0423
59,59,56,18.18,5.5006,51.7397
59,278,647,18.37,5.4437,60.295
59,278,206,18.37,5.4437,60.5187
59,278,218,18.37,5.4437,60.5187
59,647,206,18.37,5.4437,60.5187
59,647,218,18.37,5.4437,60.5187
59,206,218,18.37,5.4437,60.9667
59,6,56,14.16,7.0621,63.9071
59,6,278,14.16,7.0621,64.4685
59,6,647,14.16,7.0621,64.4685
59,6,206,14.16,7.0621,64.6931
59,6,218,14.16,7.0621,64.6931
59,56,278,13.98,7.1531,66.2699
59,56,647,13.98,7.1531,66.2699
59,56,206,13.98,7.1531,66.4945
59,56,218,13.98,7.1531,66.4945
59,59,169,17.1,5.848,70.7111
59,59,136,16.78,5.9595,72.2744
59,59,180,16.78,5.9595,72.2744
59,59,135,12.28,8.1433,83.7547
59,59,41,10.71,9.3371,87.7846
59,59,77,10.71,9.3371,87.7846
59,59,209,10.71,9.3371,87.7846
59,59,311,10.71,9.3371,87.7846
59,59,643,10.71,9.3371,87.7846
59,59,40,10.56,9.4697,88.5777
59,59,75,10.56,9.4697,88.5777
59,59,144,10.56,9.4697,88.8665
59,59,153,10.56,9.4697,88.8665
59,59,240,10.56,9.4697,88.8665
59,169,278,13.46,7.4294,89.6275
59,169,647,13.46,7.4294,89.6275
59,169,206,13.46,7.4294,89.8526
59,169,218,13.46,7.4294,89.8526
59,169,136,13.46,7.4294,90.1528
59,169,180,13.46,7.4294,90.1528
59,278,136,12.92,7.7399,93.4183
59,278,180,12.92,7.7399,93.4183
59,647,136,12.92,7.7399,93.4183
59,647,180,12.92,7.7399,93.4183
59,206,136,12.92,7.7399,93.8664
59,206,180,12.92,7.7399,93.8664
59,218,136,12.92,7.7399,93.8664
59,218,180,12.92,7.7399,93.8664
59,59,15,11.43,8.7489,99.3534
66,23,7,3.0,33.3333,284.1197
66,26,7,3.0,33.3333,284.1197
66,152,7,3.0,33.3333,284.1197
66,248,7,3.0,33.3333,284.1197
66,5,66,3.0,33.3333,284.4564
66,5,539,3.0,33.3333,284.4564
66,5,4005,3.0,33.3333,284.4564
66,3,66,3.0,33.3333,284.7697
66,3,69,3.0,33.3333,284.7697
66,3,539,3.0,33.3333,284.7697
66,3,4004,3.0,33.3333,284.7697
66,3,4016,3.0,33.3333,284.7697
66,5,30,3.0,33.3333,284.913
66,5,38,3.0,33.3333,284.913
66,5,130,3.0,33.3333,284.913
66,5,222,3.0,33.3333,284.913
66,5,225,3.0,33.3333,284.913
66,5,293,3.0,33.3333,284.913
66,3,13,3.0,33.3333,285.2997
66,3,187,3.0,33.3333,285.2997
66,3,548,3.0,33.3333,285.3364
66,3,213,3.0,33.3333,285.3564
66,3,223,3.0,33.3333,285.3564
66,351,7,3.0,33.3333,285.6964
66,7,66,3.0,33.3333,286.0364
66,7,539,3.0,33.3333,286.0364
66,23,66,3.0,33.3333,294.1497
66,23,69,3.0,33.3333,294.1497
66,23,539,3.0,33.3333,294.1497
66,23,4004,3.0,33.3333,294.1497
66,23,4005,3.0,33.3333,294.1497
66,23,4016,3.0,33.3333,294.1497
66,26,66,3.0,33.3333,294.1497
66,26,69,3.0,33.3333,294.1497
66,26,539,3.0,33.3333,294.1497
66,26,4004,3.0,33.3333,294.1497
66,26,4005,3.0,33.3333,294.1497
66,26,4016,3.0,33.3333,294.1497
66,152,66,3.0,33.3333,294.1497
66,152,69,3.0,33.3333,294.1497
66,152,539,3.0,33.3333,294.1497
66,152,4004,3.0,33.3333,294.1497
66,152,4005,3.0,33.3333,294.1497
66,152,4016,3.0,33.3333,294.1497
66,248,66,3.0,33.3333,294.1497
66,248,69,3.0,33.3333,294.1497
66,248,539,3.0,33.3333,294.1497
66,248,4004,3.0,33.3333,294.1497
66,248,4005,3.0,33.3333,294.1497
66,248,4016,3.0,33.3333,294.1497
65,27,28,2.5,40.0,441.428
65,27,203,2.5,40.0,441.428
65,149,28,2.5,40.0,441.428
65,149,203,2.5,40.0,441.428
65,27,118,2.5,40.0,441.504
65,27,386,2.5,40.0,441.504
65,27,4007,2.5,40.0,441.504
65,27,4020,2.5,40.0,441.504
65,118,149,2.5,40.0,441.504
65,149,386,2.5,40.0,441.504
65,149,4007,2.5,40.0,441.504
65,149,4020,2.5,40.0,441.504
65,27,29,2.5,40.0,442.016
65,149,29,2.5,40.0,442.016
65,27,166,2.5,40.0,442.18
65,149,166,2.5,40.0,442.18
65,27,367,2.5,40.0,442.224
65,149,367,2.5,40.0,442.224
65,18,16,2.5,40.0,442.364
65,18,129,2.5,40.0,442.364
65,18,355,2.5,40.0,442.364
65,21,16,2.5,40.0,442.364
65,21,129,2.5,40.0,442.364
65,21,355,2.5,40.0,442.364
65,198,16,2.5,40.0,442.364
65,198,129,2.5,40.0,442.364
65,198,355,2.5,40.0,442.364
65,261,16,2.5,40.0,442.364
65,261,129,2.5,40.0,442.364
65,261,355,2.5,40.0,442.364
65,16,80,2.5,40.0,443.824
65,16,271,2.5,40.0,443.824
65,16,354,2.5,40.0,443.824
65,16,632,2.5,40.0,443.824
65,80,129,2.5,40.0,443.824
65,80,355,2.5,40.0,443.824
65,129,271,2.5,40.0,443.824
65,129,354,2.5,40.0,443.824
65,129,632,2.5,40.0,443.824
65,271,355,2.5,40.0,443.824
65,354,355,2.5,40.0,443.824
65,355,632,2.5,40.0,443.824
65,52,16,2.5,40.0,453.156
65,52,129,2.5,40.0,453.156
65,52,355,2.5,40.0,453.156
65,87,16,2.5,40.0,453.156
65,87,129,2.5,40.0,453.156
65,87,355,2.5,40.0,453.156
65,181,16,2.5,40.0,453.156
65,181,129,2.5,40.0,453.156
68,4,637,3.0,33.3333,385.0863
68,135,70,3.0,33.3333,385.3129
68,135,552,3.0,33.3333,385.3129
68,204,637,3.0,33.3333,396.8729
68,341,637,3.0,33.3333,397.0096
68,204,196,3.0,33.3333,397.9763
68,341,196,3.0,33.3333,398.1096
68,167,637,3.0,33.3333,398.2663
68,199,637,3.0,33.3333,398.2663
68,320,637,3.0,33.3333,398.2663
68,25,637,3.0,33.3333,398.4629
68,51,637,3.0,33.3333,398.4629
68,142,637,3.0,33.3333,398.4629
68,347,637,3.0,33.3333,398.5596
68,14,637,3.0,33.3333,399.0529
68,67,637,3.0,33.3333,399.0529
68,221,637,3.0,33.3333,399.0529
68,167,162,3.0,33.3333,399.2063
68,199,162,3.0,33.3333,399.2063
68,320,162,3.0,33.3333,399.2063
68,37,637,3.0,33.3333,399.2596
68,70,637,3.0,33.3333,399.2596
68,552,637,3.0,33.3333,399.2596
68,637,4018,3.0,33.3333,399.2596
68,142,162,3.0,33.3333,399.4029
68,167,195,3.0,33.3333,399.4029
68,199,195,3.0,33.3333,399.4029
68,320,195,3.0,33.3333,399.4029
68,347,162,3.0,33.3333,399.4996
68,142,195,3.0,33.3333,399.5996
68,25,196,3.0,33.3333,399.6329
68,51,196,3.0,33.3333,399.6329
68,347,195,3.0,33.3333,399.6963
68,13,141,3.0,33.3333,399.8929
68,187,141,3.0,33.3333,399.8929
68,548,141,3.0,33.3333,399.9596
68,14,162,3.0,33.3333,399.9929
68,67,162,3.0,33.3333,399.9929
68,213,141,3.0,33.3333,399.9929
68,221,162,3.0,33.3333,399.9929
68,223,141,3.0,33.3333,399.9929
68,14,195,3.0,33.3333,400.1896
68,67,195,3.0,33.3333,400.1896
68,221,195,3.0,33.3333,400.1896
68,70,162,3.0,33.3333,400.2063
68,552,162,3.0,33.3333,400.2063
68,4018,162,3.0,33.3333,400.2063
68,69,141,3.0,33.3333,400.3029
68,70,141,3.0,33.3333,400.3029
68,552,141,3.0,33.3333,400.3029
74,74,158,17.47,5.7241,71.8861
74,74,298,17.47,5.7241,71.8861
74,74,310,17.47,5.7241,71.8861
74,74,397,17.47,5.7241,71.9147
74,74,378,17.47,5.7241,72.2599
74,74,286,17.47,5.7241,72.6051
74,74,5,14.27,7.0077,76.934
74,74,56,14.2,7.0423,77.5392
74,158,298,13.44,7.4405,93.4415
74,158,310,13.44,7.4405,93.4415
74,298,310,13.44,7.4405,93.4415
74,158,397,13.44,7.4405,93.4787
74,298,397,13.44,7.4405,93.4787
74,310,397,13.44,7.4405,93.4787
74,158,378,13.44,7.4405,93.9274
74,298,378,13.44,7.4405,93.9274
74,310,378,13.44,7.4405,93.9274
74,397,378,13.44,7.4405,94.0025
74,158,286,13.44,7.4405,94.376
74,298,286,13.44,7.4405,94.376
74,310,286,13.44,7.4405,94.376
74,397,286,13.44,7.4405,94.4512
74,378,286,13.44,7.4405,95.3508
74,5,56,11.03,9.0662,97.8053
74,5,158,11.03,9.0662,98.516
74,5,298,11.03,9.0662,98.516
74,5,310,11.03,9.0662,98.516
74,5,397,11.03,9.0662,98.5532
74,5,378,11.03,9.0662,99.0029
74,5,286,11.03,9.0662,99.4508
74,56,158,10.93,9.1491,100.0235
74,56,298,10.93,9.1491,100.0235
74,56,310,10.93,9.1491,100.0235
74,56,397,10.93,9.1491,100.061
74,56,378,10.93,9.1491,100.5084
74,56,286,10.93,9.1491,100.9557
74,74,136,11.39,8.7796,115.7283
74,74,180,11.39,8.7796,115.7283
74,74,162,11.39,8.7796,115.7862
74,74,77,8.0,12.5,115.8762
74,74,209,8.0,12.5,115.8762
74,74,311,8.0,12.5,115.8762
74,74,195,11.39,8.7796,115.9013
74,74,23,7.88,12.6904,116.8824
74,74,26,7.88,12.6904,116.8824
74,74,152,7.88,12.6904,116.8824
74,74,248,7.88,12.6904,116.8824
74,74,351,7.88,12.6904,117.2885
74,74,3,6.95,14.3885,125.1526
74,74,135,9.18,10.8932,126.5637
76,172,518,2.5,40.0,593.324
76,359,533,2.5,40.0,593.324
76,359,628,2.5,40.0,593.324
76,359,632,2.5,40.0,593.324
76,359,4005,2.5,40.0,593.324
76,518,533,2.5,40.0,593.324
76,518,628,2.5,40.0,593.324
76,120,518,2.5,40.0,594.064
76,518,15,2.5,40.0,594.124
76,518,148,2.5,40.0,594.152
76,359,30,2.5,40.0,594.316
76,359,38,2.5,40.0,594.316
76,359,130,2.5,40.0,594.316
76,359,222,2.5,40.0,594.316
76,359,225,2.5,40.0,594.316
76,359,293,2.5,40.0,594.316
76,172,146,2.5,40.0,594.396
76,533,137,2.5,40.0,594.664
76,533,227,2.5,40.0,594.664
76,628,137,2.5,40.0,594.664
76,628,227,2.5,40.0,594.664
76,172,140,2.5,40.0,594.88
76,4013,196,2.5,40.0,594.952
76,18,567,2.5,40.0,602.696
76,21,567,2.5,40.0,602.696
76,198,567,2.5,40.0,602.696
76,261,567,2.5,40.0,602.696
76,20,172,2.5,40.0,602.792
76,48,172,2.5,40.0,602.792
76,210,172,2.5,40.0,602.792
76,9,356,2.5,40.0,603.08
76,8,356,2.5,40.0,603.1
76,17,533,2.5,40.0,603.272
76,17,628,2.5,40.0,603.272
76,175,533,2.5,40.0,603.272
76,175,628,2.5,40.0,603.272
76,19,533,2.5,40.0,603.284
76,19,628,2.5,40.0,603.284
76,348,533,2.5,40.0,603.288
76,348,628,2.5,40.0,603.288
76,398,533,2.5,40.0,603.288
76,398,628,2.5,40.0,603.288
76,634,40,2.5,40.0,603.54
76,634,75,2.5,40.0,603.54
76,10,632,2.5,40.0,603.56
76,41,634,2.5,40.0,603.568
76,80,172,2.5,40.0,603.568
76,80,533,2.5,40.0,603.568
76,80,567,2.5,40.0,603.568
76,80,628,2.5,40.0,603.568
81,2,81,4.0,25.0,217.9925
81,2,263,4.0,25.0,217.9925
81,2,535,4.0,25.0,217.9925
81,2,4018,4.0,25.0,217.9925
81,138,7,4.0,25.0,218.0775
81,2,167,4.0,25.0,218.155
81,2,199,4.0,25.0,218.155
81,2,320,4.0,25.0,218.155
81,2,142,4.0,25.0,218.245
81,2,347,4.0,25.0,218.29
81,336,7,4.0,25.0,218.325
81,4,16,4.0,25.0,218.4025
81,4,81,4.0,25.0,218.4025
81,4,129,4.0,25.0,218.4025
81,4,263,4.0,25.0,218.4025
81,4,355,4.0,25.0,218.4025
81,4,535,4.0,25.0,218.4025
81,2,14,4.0,25.0,218.515
81,2,67,4.0,25.0,218.515
81,2,221,4.0,25.0,218.515
81,445,7,4.0,25.0,218.575
81,22,7,4.0,25.0,218.705
81,49,7,4.0,25.0,218.705
81,7,81,4.0,25.0,219.0925
81,7,263,4.0,25.0,219.0925
81,7,535,4.0,25.0,219.0925
81,7,4006,4.0,25.0,219.0925
81,7,272,4.0,25.0,219.99
81,138,167,4.0,25.0,224.0425
81,138,199,4.0,25.0,224.0425
81,138,320,4.0,25.0,224.0425
81,138,16,4.0,25.0,224.0575
81,138,81,4.0,25.0,224.0575
81,138,129,4.0,25.0,224.0575
81,138,263,4.0,25.0,224.0575
81,138,355,4.0,25.0,224.0575
81,138,535,4.0,25.0,224.0575
81,138,4018,4.0,25.0,224.0575
81,138,142,4.0,25.0,224.1375
81,138,347,4.0,25.0,224.185
81,336,167,4.0,25.0,224.305
81,336,199,4.0,25.0,224.305
81,336,320,4.0,25.0,224.305
81,336,16,4.0,25.0,224.3225
81,336,81,4.0,25.0,224.3225
81,336,129,4.0,25.0,224.3225
81,336,263,4.0,25.0,224.3225
81,336,355,4.0,25.0,224.3225
81,336,535,4.0,25.0,224.3225
81,336,4018,4.0,25.0,224.3225
72,5,172,3.0,33.3333,372.3663
72,1,622,3.0,33.3333,372.6796
72,1,4008,3.0,33.3333,372.6796
72,7,73,3.0,33.3333,373.233
72,52,172,3.0,33.3333,380.5496
72,52,622,3.0,33.3333,380.5496
72,52,4008,3.0,33.3333,380.5496
72,87,172,3.0,33.3333,380.5496
72,87,622,3.0,33.3333,380.5496
72,87,4008,3.0,33.3333,380.5496
72,181,172,3.0,33.3333,380.5496
72,181,622,3.0,33.3333,380.5496
72,181,4008,3.0,33.3333,380.5496
72,194,172,3.0,33.3333,380.5496
72,194,622,3.0,33.3333,380.5496
72,194,4008,3.0,33.3333,380.5496
72,333,172,3.0,33.3333,380.6396
72,333,622,3.0,33.3333,380.6396
72,333,4008,3.0,33.3333,380.6396
72,52,15,3.0,33.3333,380.763
72,87,15,3.0,33.3333,380.763
72,181,15,3.0,33.3333,380.763
72,194,15,3.0,33.3333,380.763
72,52,148,3.0,33.3333,380.793
72,87,148,3.0,33.3333,380.793
72,181,148,3.0,33.3333,380.793
72,194,148,3.0,33.3333,380.793
72,338,172,3.0,33.3333,380.813
72,338,622,3.0,33.3333,380.813
72,338,4008,3.0,33.3333,380.813
72,333,15,3.0,33.3333,380.8496
72,333,148,3.0,33.3333,380.8796
72,52,120,3.0,33.3333,380.8863
72,87,120,3.0,33.3333,380.8863
72,181,120,3.0,33.3333,380.8863
72,194,120,3.0,33.3333,380.8863
72,8,69,3.0,33.3333,380.8996
72,8,622,3.0,33.3333,380.8996
72,8,4004,3.0,33.3333,380.8996
72,8,4008,3.0,33.3333,380.8996
72,8,4016,3.0,33.3333,380.8996
72,9,69,3.0,33.3333,380.8996
72,9,622,3.0,33.3333,380.8996
72,9,4004,3.0,33.3333,380.8996
72,9,4008,3.0,33.3333,380.8996
72,9,4016,3.0,33.3333,380.8996
72,333,120,3.0,33.3333,380.9763
72,135,560,3.0,33.3333,381.0196
72,135,644,3.0,33.3333,381.0196
72,338,15,3.0,33.3333,381.0263
67,67,4018,15.34,6.5189,52.2803
67,67,167,15.07,6.6357,53.1082
67,67,199,15.07,6.6357,53.1082
67,67,320,15.07,6.6357,53.1082
67,67,142,15.07,6.6357,53.1659
67,67,347,15.07,6.6357,53.1951
67,67,14,15.07,6.6357,53.3391
67,67,221,15.07,6.6357,53.3391
67,67,7,14.16,7.0621,54.4933
67,67,4,13.99,7.148,54.8702
67,4018,167,12.02,8.3195,66.2615
67,4018,199,12.02,8.3195,66.2615
67,4018,320,12.02,8.3195,66.2615
67,4018,142,12.02,8.3195,66.3364
67,4018,347,12.02,8.3195,66.3738
67,4018,14,12.02,8.3195,66.561
67,4018,221,12.02,8.3195,66.561
67,7,4018,11.26,8.881,68.127
67,167,199,11.59,8.6281,68.4536
67,167,320,11.59,8.6281,68.4536
67,199,320,11.59,8.6281,68.4536
67,167,142,11.59,8.6281,68.5287
67,199,142,11.59,8.6281,68.5287
67,320,142,11.59,8.6281,68.5287
67,167,347,11.59,8.6281,68.5666
67,199,347,11.59,8.6281,68.5666
67,320,347,11.59,8.6281,68.5666
67,7,4,11.12,8.9928,68.5908
67,4018,4,11.12,8.9928,68.5908
67,142,347,11.59,8.6281,68.7168
67,167,14,11.59,8.6281,68.7539
67,167,221,11.59,8.6281,68.7539
67,199,14,11.59,8.6281,68.7539
67,199,221,11.59,8.6281,68.7539
67,320,14,11.59,8.6281,68.7539
67,320,221,11.59,8.6281,68.7539
67,142,14,11.59,8.6281,68.904
67,142,221,11.59,8.6281,68.904
67,347,14,11.59,8.6281,68.9791
67,347,221,11.59,8.6281,68.9791
67,7,167,11.07,9.0334,69.2121
67,7,199,11.07,9.0334,69.2121
67,7,320,11.07,9.0334,69.2121
67,7,142,11.07,9.0334,69.288
67,7,347,11.07,9.0334,69.325
67,14,221,11.59,8.6281,69.3544
67,7,14,11.07,9.0334,69.5138
67,7,221,11.07,9.0334,69.5138
67,4,167,10.81,9.2507,70.1148
67,4,199,10.81,9.2507,70.1148
87,87,171,13.98,7.1531,38.5023
87,87,52,13.75,7.2727,38.9351
87,87,181,13.75,7.2727,38.9351
87,87,194,13.75,7.2727,38.9351
87,87,333,13.75,7.2727,38.9642
87,87,338,13.75,7.2727,39.0217
87,87,517,13.75,7.2727,39.2224
87,87,1,12.83,7.7942,39.2711
87,87,5,12.79,7.8186,39.3885
87,87,35,13.75,7.2727,39.7395
87,87,93,13.75,7.2727,39.7395
87,171,52,10.92,9.1575,49.6025
87,171,181,10.92,9.1575,49.6025
87,171,194,10.92,9.1575,49.6025
87,171,333,10.92,9.1575,49.6401
87,171,338,10.92,9.1575,49.7152
87,171,517,10.92,9.1575,49.978
87,171,1,10.17,9.8328,49.9988
87,171,5,10.14,9.8619,50.1478
87,5,1,10.02,9.98,50.2992
87,1,52,9.97,10.0301,50.5256
87,1,181,9.97,10.0301,50.5256
87,1,194,9.97,10.0301,50.5256
87,1,333,9.97,10.0301,50.5637
87,52,181,10.58,9.4518,50.6012
87,52,194,10.58,9.4518,50.6012
87,181,194,10.58,9.4518,50.6012
87,1,338,9.97,10.0301,50.639
87,52,333,10.58,9.4518,50.639
87,181,333,10.58,9.4518,50.639
87,194,333,10.58,9.4518,50.639
87,171,35,10.92,9.1575,50.6538
87,171,93,10.92,9.1575,50.6538
87,52,338,10.58,9.4518,50.7136
87,181,338,10.58,9.4518,50.7136
87,194,338,10.58,9.4518,50.7136
87,333,338,10.58,9.4518,50.7883
87,5,52,9.91,10.0908,50.8253
87,5,181,9.91,10.0908,50.8264
87,5,194,9.91,10.0908,50.8264
87,5,333,9.91,10.0908,50.8637
87,1,517,9.97,10.0301,50.9018
87,5,338,9.91,10.0908,50.9384
87,52,517,10.58,9.4518,50.9745
87,181,517,10.58,9.4518,50.9745
87,194,517,10.58,9.4518,50.9745
87,333,517,10.58,9.4518,51.0492
87,338,517,10.58,9.4518,51.1995
87,5,517,9.91,10.0908,51.2017
87,1,35,9.97,10.0301,51.5788
75,75,41,23.78,4.2052,26.7976
75,75,40,23.13,4.3234,27.3887
75,75,144,23.13,4.3234,27.6762
75,75,153,23.13,4.3234,27.6762
75,75,240,23.13,4.3234,27.6762
75,75,3,16.9,5.9172,31.7647
75,75,6,16.8,5.9524,31.8132
75,41,40,18.83,5.3107,34.0538
75,41,144,18.83,5.3107,34.4282
75,41,153,18.83,5.3107,34.4282
75,41,240,18.83,5.3107,34.4282
75,40,144,17.8,5.618,35.9636
75,40,153,17.8,5.618,35.9636
75,40,240,17.8,5.618,35.9636
75,144,153,17.8,5.618,36.7119
75,144,240,17.8,5.618,36.7119
75,153,240,17.8,5.618,36.7119
75,41,3,13.54,7.3855,39.748
75,41,6,13.46,7.4294,39.8186
75,3,40,13.16,7.5988,40.5434
75,6,40,13.0,7.6923,40.6869
75,3,144,13.16,7.5988,40.9173
75,3,153,13.16,7.5988,40.9173
75,3,240,13.16,7.5988,40.9173
75,6,144,13.0,7.6923,41.0615
75,6,153,13.0,7.6923,41.0615
75,6,240,13.0,7.6923,41.0615
75,3,6,11.02,9.0744,49.5063
75,75,169,16.56,6.0386,50.3873
75,75,146,16.23,6.1614,51.6707
75,75,140,16.23,6.1614,52.1889
75,75,135,11.46,8.726,63.2783
75,41,169,13.28,7.5301,63.7649
75,169,40,13.0,7.6923,64.6538
75,169,144,13.0,7.6923,65.0284
75,169,153,13.0,7.6923,65.0284
75,169,240,13.0,7.6923,65.0284
